Date,Shower (gallons),Dishwashing (gallons),Garden Watering (gallons),Toilet Flushes (gallons),Laundry (gallons),Total Usage (gallons)
10/3/2024 22:26,22.48357077,10.19488016,27.20825762,8.194155099,23.95515974,92.03602338
10/4/2024 22:26,19.30867849,17.55683455,30.14341023,9.937289981,15.45306273,92.39927599
10/5/2024 22:26,23.23844269,11.95950833,20.93665026,6.595893812,27.01397155,89.74446664
10/6/2024 22:26,27.61514928,8.826867213,20.03793376,7.344675707,12.99074469,76.81537065
10/7/2024 22:26,18.82923313,14.46763474,40.12525822,7.215783694,22.93428547,103.5721952
10/8/2024 22:26,18.82931522,8.33746905,45.56240029,5.072970104,30.95227813,108.7544328
10/9/2024 22:26,27.89606408,12.62659079,31.27989878,8.592240554,15.04731837,95.44211258
10/10/2024 22:26,23.83717365,6.120989628,42.03532898,8.522110544,17.16851135,97.68411415
10/11/2024 22:26,17.65262807,8.015441853,35.61636025,8.010226913,20.49825683,89.79291391
10/12/2024 22:26,22.71280022,12.59058371,25.54880245,7.530825733,17.48262173,85.86563384
10/13/2024 22:26,17.68291154,14.21539974,35.61395606,5.169258516,12.24668284,84.92820869
10/14/2024 22:26,17.67135123,12.51410484,47.38036566,7.158709354,20.34281487,105.067346
10/15/2024 22:26,21.20981136,11.65305515,31.64173961,7.314570967,14.68848143,86.50765852
10/16/2024 22:26,10.43359878,11.09668891,47.64643656,6.395445462,22.36796215,97.94013186
10/17/2024 22:26,11.37541084,7.564434029,5.802548959,7.677428577,15.40287883,47.82270123
10/18/2024 22:26,17.18856235,9.840467375,40.21902504,8.808101714,27.74967203,103.8058285
10/19/2024 22:26,14.9358444,10.61808369,32.87047068,11.7723718,16.08373354,86.28050411
10/20/2024 22:26,21.57123666,15.17136668,29.0099265,8.349155626,18.38969242,92.49137788
10/21/2024 22:26,15.45987962,13.03085487,32.91760777,8.515100781,24.06758609,93.99102912
10/22/2024 22:26,12.93848149,6.710879534,12.12431085,7.851108168,13.84567842,53.47045847
10/23/2024 22:26,27.32824384,12.97225191,29.80328112,4.162457569,21.13729967,95.40353412
10/24/2024 22:26,18.8711185,10.84475316,35.57112572,7.946972249,26.53571377,99.76968339
10/25/2024 22:26,20.33764102,9.969233999,46.77894045,8.12046042,11.96258383,97.16885972
10/26/2024 22:26,12.87625907,13.83502887,26.81729782,12.92648422,20.92316929,87.37823927
10/27/2024 22:26,17.27808638,15.09299857,23.91506397,7.61527807,21.29941397,85.20084096
10/28/2024 22:26,20.55461295,14.79384036,26.98242956,8.603094685,23.90911436,94.84309191
10/29/2024 22:26,14.24503211,9.48234743,41.15402118,7.930576461,13.81524645,86.62722363
10/30/2024 22:26,21.87849009,11.07236287,35.2875111,5.662643925,13.39771693,87.29872492
10/31/2024 22:26,16.99680655,12.99379029,26.70239796,10.28564563,22.60970783,89.58834826
