Date,Shower (gallons),Dishwashing (gallons),Garden Watering (gallons),Toilet Flushes (gallons),Laundry (gallons),Total Usage (gallons)
10/3/2024 22:26,38.795756100007466,12.040576795163132,23.62842181134051,8.468291601124854,24.48098924346689,139.2984405204001
10/4/2024 22:26,31.550949216181607,17.25890978155293,27.761775821587,10.228147314497566,17.264825057563993,138.3495018529725
10/5/2024 22:26,35.53909322901848,12.999618187257548,16.483982727023434,7.337963231964863,29.572942161803297,132.90965936427853
10/6/2024 22:26,46.53770710626055,9.617142911059744,15.846541775032502,7.939048544004454,12.00265185837987,111.73717804483412
10/7/2024 22:26,33.12312848554042,15.915409063589308,39.3654650556349,6.530454937655784,23.26190630758465,158.6627860018911
10/8/2024 22:26,32.24119321788935,6.898436001240524,48.782992772071495,5.037426255128396,32.15788938593986,169.54123526334166
10/9/2024 22:26,46.39202373901589,12.103839642418649,28.233982934637083,8.21266358411636,12.760756294580773,135.4593859389567
10/10/2024 22:26,38.617322021286725,5.762326814402293,42.69958727311752,9.10922148203083,19.187932982070123,151.34234222238743
10/11/2024 22:26,28.9973020602077,6.830484638798572,36.71906924731341,7.36019680601477,17.65547044337248,130.03280238469358
10/12/2024 22:26,34.312632657600616,11.642578426177751,25.29128716022146,7.977752196743722,15.346789489598171,122.55570402561223
10/13/2024 22:26,26.698747692554452,13.010008120274836,39.20732492956855,5.710038992604583,13.319050307433187,131.89970948659155
10/14/2024 22:26,25.571990315303797,11.51557267873832,49.525213776576464,6.201109622440119,20.40341663186122,155.4417099850215
10/15/2024 22:26,33.83554081894679,11.693603358236178,32.073040726062814,6.543422024057028,15.8046259812976,130.89285765224304
10/16/2024 22:26,13.272656113382892,11.707545008556686,52.120759442002665,5.461864791539187,21.41214848494862,148.49659169686723
10/17/2024 22:26,16.46635800255285,6.870706611774492,2.677015592673515,8.510379413558532,13.390889509747876,62.610697319024915
10/18/2024 22:26,30.506134482868234,9.508742834701575,35.4159392137629,9.429184856912885,30.38792127509169,155.71218334839256
10/19/2024 22:26,20.718349780700994,12.08408817273995,28.62529188278435,11.615322497566124,13.154756814426538,117.64264197068263
10/20/2024 22:26,38.06924628370285,13.970103977353432,28.24327714645723,7.518612962578487,21.13078451574273,141.98408629416923
10/21/2024 22:26,21.17731726081332,11.437928295509344,36.20001894213291,8.62833994142548,26.89674820596353,144.59828800955933
10/22/2024 22:26,23.903762954722144,4.756902289389402,8.301250702483815,7.318296383368864,12.6087368573263,71.88755711890458
10/23/2024 22:26,47.98853077778037,13.246128032935337,27.17680619247032,4.733892961787587,21.7002562118968,145.27487270280415
10/24/2024 22:26,32.10243224808111,9.83702953866813,30.875069984187064,8.70741871823383,28.482714752590145,146.94937972309475
10/25/2024 22:26,35.88184628179021,11.419976339089857,46.68425980083265,7.808485409926774,12.044690104516468,150.57534837072689
10/26/2024 22:26,16.477830950488904,15.644238832509044,25.499929245625417,12.931776075146065,20.87445541200601,127.87356586401316
10/27/2024 22:26,31.345325215278287,14.869538028237276,21.15635842513588,8.432144777031047,20.31450495410489,126.54506166608704
10/28/2024 22:26,34.366044317014854,15.293679546302975,29.32991462981556,9.316176303707335,21.950942600508185,146.05423616770253
10/29/2024 22:26,27.427239508304822,7.8394926020585025,43.00380147972974,8.849120890314818,10.836425163657808,131.50629724267708
10/30/2024 22:26,37.88934875823042,11.762204746704205,38.85203793513294,5.384696237965381,11.645751706631138,136.9883004004915
10/31/2024 22:26,22.776033486598948,14.015427610136184,26.36799353208148,10.0332178509058,21.36035736323604,129.01802592822577
11/1/2024 22:26,30.52338948303448,11.523060079344829,31.95630197962069,7.906242632241379,19.45763307965517,134.88053429663793
