Date,Shower (gallons),Dishwashing (gallons),Garden Watering (gallons),Toilet Flushes (gallons),Laundry (gallons),Total Usage (gallons)
10/3/2024 22:26,31.60657261028424,11.436396909731958,23.36897989362016,8.966250861933556,25.288824538903192,135.19725091656755
10/4/2024 22:26,25.02278685869262,15.954203929195836,25.390720841921265,10.07651265718568,14.37467883795269,123.7169612580758
10/5/2024 22:26,35.23659823973176,11.363250816779924,18.14786811530468,7.48596847927564,27.28766561667468,131.66372778178413
10/6/2024 22:26,37.582658710096204,10.491484752783162,17.517751534232538,7.150514138819289,10.47480176216847,106.03448699210139
10/7/2024 22:26,29.49395518173919,14.51332930312324,37.40521085233061,8.164210622718699,20.03900584562001,149.67659011742805
10/8/2024 22:26,29.50280596547556,6.549818256690747,42.39315553402273,4.413413806897768,33.55252337899002,159.86617243037745
10/9/2024 22:26,42.158940359216245,14.332946588738082,29.9062151447058,8.201730177798378,13.256572850652407,140.70513750205825
10/10/2024 22:26,33.9201230114652,6.79034305711241,40.921849865735744,8.605072226673501,14.315955252955195,139.86995361518046
10/11/2024 22:26,22.997671498049108,7.85516158141759,34.21887690021437,8.550027567345023,18.206264704306378,126.24316762797415
10/12/2024 22:26,31.170670908159302,12.29326938705664,29.9692155860091,7.646217910263677,17.37892094264361,132.10210664711883
10/13/2024 22:26,25.246274806338455,13.8931455520287,31.91499688415988,6.081676156677004,9.802932213914504,117.78540101650859
10/14/2024 22:26,27.10853164258794,13.870335411025303,45.62834579953102,7.857697366611397,21.93911953808965,161.051778815474
10/15/2024 22:26,36.18712192369307,12.173148663899571,27.49460412188657,7.740529857232784,12.529678614981115,126.09406381069314
10/16/2024 22:26,15.207601413318354,11.343893797325574,52.26916997288771,6.659437938986407,19.628881876447554,150.05967679178923
10/17/2024 22:26,19.293381825324996,7.138544672066487,9.161966099270424,7.999768956721332,15.557645670589867,79.08026992329715
10/18/2024 22:26,29.367268263735017,11.396734596924787,40.903083367141846,8.046879479092395,29.6299189503375,164.3321928539798
10/19/2024 22:26,21.37394349270647,10.423839792407872,31.931538297767474,11.779423157655277,17.848071303871244,129.3482523202593
10/20/2024 22:26,29.514163553916433,13.282722036123303,31.47410253024801,8.038019681852536,15.906473550207064,132.5661402515628
10/21/2024 22:26,18.78201406331166,13.74054681461185,36.03931186435425,7.60295557275907,23.9993292466254,140.8552293108375
10/22/2024 22:26,17.075714671767717,4.932432315657804,10.49354792204862,7.581553809814448,15.120733256212354,74.26811562736755
10/23/2024 22:26,44.071816321129106,12.602669766401052,30.44648951690624,3.336782615374073,18.82227366761323,141.88413967057102
10/24/2024 22:26,24.088591834001605,10.759390766347275,37.53121895882352,7.361808359999532,25.74053542807158,146.17802210386446
10/25/2024 22:26,30.436263673462868,8.124804880676194,42.56082145099351,8.618666425126403,13.51532448342548,139.66568953379527
10/26/2024 22:26,16.675323347683246,12.997642295240617,28.37947917829649,12.940635423531893,21.028279469898905,129.6943778981351
10/27/2024 22:26,28.473265509148057,14.681605352159329,21.624405615693377,8.363461826726258,22.42141581439021,129.1095984226018
10/28/2024 22:26,27.15383939533171,14.283360862417622,22.457356288240305,9.422891165955642,25.80905847772977,135.11283958684675
10/29/2024 22:26,16.940017358271607,10.30056101762118,45.4345568362396,7.602937758005005,15.114992638936515,134.61958973447508
10/30/2024 22:26,32.890936126586624,10.041306226837692,37.08929496902767,4.859953220137758,11.84730822143744,128.64773008274747
10/31/2024 22:26,23.070577550405197,12.409130153874967,22.86845863307822,10.312937318909686,20.774702932543224,122.61842110801433
11/1/2024 22:26,28.615677640344828,11.523060079344829,31.95630197962069,7.906242632241379,19.45763307965517,134.88053429663793
