Date,Shower (gallons),Dishwashing (gallons),Garden Watering (gallons),Toilet Flushes (gallons),Laundry (gallons),Total Usage (gallons)
10/3/2024 22:26,25.317699963249275,12.083369575693595,64.25480203740626,8.962184825093253,23.96190309247187,184.41460525538002
10/4/2024 22:26,19.12244527089917,16.986458022890275,58.99244875928936,9.063864135940744,17.25261560354967,165.45889334326418
10/5/2024 22:26,23.985101498189863,9.994833671957194,34.24610338745355,5.618119710432585,24.526833508538225,146.24629214912036
10/6/2024 22:26,29.196735066679715,7.878794158758751,37.53887083981696,7.027717723147047,10.97710030917121,132.92960881979738
10/7/2024 22:26,21.09506656898271,15.88479105640168,77.07500181512712,6.917216937719235,21.11833449125773,186.39523793146486
10/8/2024 22:26,20.832991425898893,7.650959436689254,83.98471439588,5.318365233185079,30.68766309367167,191.66820549729277
10/9/2024 22:26,28.009141733864737,11.403712346482097,57.30991327168424,8.141469359846273,17.774410602598184,169.1706432215401
10/10/2024 22:26,24.10875108529952,5.670160242027277,76.32677019894744,8.727347514182634,17.130503203113204,168.84026485937343
10/11/2024 22:26,17.15858813654184,9.935683906737076,66.67582789485772,7.957880774519741,21.348019938228887,161.52855606622154
10/12/2024 22:26,24.4813428554217,11.78776177814884,57.0297157222539,8.009523181957455,14.510535079064304,157.14723736029467
10/13/2024 22:26,16.802829015969714,13.03242223828918,65.94615539312376,6.068573700787256,13.712977347140509,148.6617839977474
10/14/2024 22:26,17.917694983375604,11.89876023922274,94.66149988931672,6.185125475092209,18.586338323818463,183.45360413910126
10/15/2024 22:26,18.33525476752424,10.63931558731244,62.924167000862205,6.318073435014485,16.03713822287414,149.02535792368155
10/16/2024 22:26,8.564505955273866,10.49524793432477,88.61726979999456,6.068316344980849,25.145931125456386,170.24874526805965
10/17/2024 22:26,12.841541932572838,6.547081250655598,14.397818625586483,7.08618121335037,13.535339291250144,84.97629540111994
10/18/2024 22:26,15.931531280124291,8.897171162386977,89.82507013949636,8.958740294576781,30.27702797346126,196.15861040453547
10/19/2024 22:26,14.73240039791684,11.59100928089263,65.00888418285341,11.221409982632498,13.151090388501071,149.76063385446554
10/20/2024 22:26,21.74015250038662,16.494393473373204,60.58762386132752,7.39257891489077,19.422486699161936,171.61816233325732
10/21/2024 22:26,17.24726141466964,11.585494245373791,63.59307889391183,8.22534576746715,24.743077288742377,168.475892693776
10/22/2024 22:26,14.5452460703377,6.383478574642417,24.78683793026869,8.346812071534451,13.119673698863696,98.61953288492272
10/23/2024 22:26,28.08151001512893,14.40079466805926,63.28011397111031,3.2025825081385184,23.820914979699342,182.06254648184617
10/24/2024 22:26,20.375951716275296,11.89323559503886,61.91332999527974,8.449178035648202,25.298394382400687,174.55216450860527
10/25/2024 22:26,17.99792560356949,8.8451000512507,94.1670340371324,8.87245641574698,10.367308943774043,167.69935445923338
10/26/2024 22:26,12.164611003029764,15.68828785488062,62.32382822279864,12.331328246741746,21.3684063850854,166.88618568204632
10/27/2024 22:26,15.16835153709254,16.741720414177152,55.9752585385921,6.863679082145767,19.93448258959445,156.05255320615075
10/28/2024 22:26,19.33984040419625,13.847039611880756,63.875321187488915,7.618095454290263,21.458064280293257,169.56126061992902
10/29/2024 22:26,16.420629264825273,10.930747541211964,92.30062841646523,8.435175008849379,11.55654099684981,168.28813263594427
10/30/2024 22:26,22.48426198192608,11.371730183027095,75.07201339744212,6.05260073717251,12.336557125980637,161.6060821082893
10/31/2024 22:26,16.097395285821825,14.033669090686583,55.36760738436702,9.656996751511365,23.454432302737267,163.667334821293
11/1/2024 22:26,19.07711842689655,11.523060079344829,63.91260395924138,7.906242632241379,19.45763307965517,161.85664115596552
